TF	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
KLF9	-1.759	0.9607	-2.475	0.419	0.822	0.9745
ZNF695	-0.968	0.8334	-2.984	0.388	0.822	0.9748
FOXJ2	-1.606	0.9458	-1.981	0.38	0.823	0.975
ZNF350	-1.202	0.8853	-2.253	0.372	0.824	0.9754
HJURP	-1.575	0.9424	-1.692	0.322	0.826	0.9762
CDC5L	-1.841	0.9672	-1.692	0.366	0.826	0.9762
ZFP69B	-1.205	0.8859	-3.366	0.402	0.826	0.9763
KLF11	-1.494	0.9324	-2.861	0.411	0.827	0.9768
MCM7	-2.543	0.9945	-1.255	0.355	0.828	0.9771
MBOAT4	-1.139	0.8726	-2.372	0.377	0.829	0.9773
SMAD5	-1.837	0.9669	-1.867	0.379	0.829	0.9775
ZNF518A	-1.328	0.9079	-2.6	0.396	0.829	0.9776
BARX1	-1.409	0.9205	-2.013	0.351	0.831	0.9783
RAC3	-1.523	0.9361	-1.867	0.332	0.833	0.9789
MCRS1	-1.216	0.8881	-2.287	0.371	0.833	0.979
GTF2E2	-1.381	0.9164	-2.076	0.354	0.834	0.9793
YBX3	-1.958	0.9749	-1.69	0.361	0.835	0.9797
ZNF580	-1.285	0.9006	-2.756	0.392	0.836	0.9801
INSM2	-1.311	0.9052	-2.72	0.392	0.837	0.9805
FGFR1	-1.525	0.9364	-2.624	0.4	0.839	0.9812
NCAPG	-2.677	0.9963	-1.713	0.379	0.842	0.9822
SIX5	-2.886	0.998	-2.095	0.405	0.842	0.9823
GTF2B	-4.135	1	-2.079	0.41	0.843	0.9826
PPARGC1A	-1.331	0.9084	-2.236	0.36	0.844	0.9828
MCM3	-1.925	0.9729	-1.769	0.36	0.844	0.9829
MYNN	-2.086	0.9815	-2.93	0.422	0.844	0.9831
KAT8	-2.189	0.9857	-1.958	0.384	0.844	0.9831
CSDE1	-2.3	0.9893	-1.951	0.387	0.845	0.9832
NPAT	-1.28	0.8996	-2.318	0.365	0.845	0.9834
SNAPC1	-1.716	0.957	-1.676	0.249	0.845	0.9834
ZNF623	-1.408	0.9204	-2.69	0.389	0.849	0.9845
HBP1	-1.436	0.9245	-2.674	0.391	0.85	0.9848
ZNF280D	-1.407	0.9203	-2.663	0.387	0.851	0.9851
NFAT5	-1.553	0.9397	-2.028	0.326	0.853	0.9857
PHF8	-4.013	1	-2.211	0.409	0.854	0.986
CASP8AP2	-1.57	0.9418	-2.024	0.322	0.854	0.986
PATZ1	-1.608	0.9461	-3.07	0.403	0.856	0.9864
CSNK2A1	-1.428	0.9233	-2.218	0.348	0.856	0.9864
ZBTB11	-3.071	0.9989	-2.392	0.415	0.856	0.9865
GMEB1	-1.73	0.9582	-1.757	0.202	0.856	0.9865
RBL2	-3.584	0.9998	-2.035	0.396	0.858	0.987
ZNF131	-1.716	0.9569	-1.824	0.25	0.858	0.987
ELF2	-1.728	0.958	-1.811	0.212	0.858	0.9871
NFYA	-3.152	0.9992	-2.143	0.4	0.858	0.9872
COPS2	-1.365	0.9139	-2.327	0.356	0.859	0.9873
ZNF18	-1.919	0.9725	-2.87	0.411	0.86	0.9875
ZBTB1	-1.598	0.945	-2.526	0.387	0.86	0.9876
ZNF574	-1.205	0.8859	-3.055	0.372	0.86	0.9877
FOXK2	-3.146	0.9992	-2.112	0.396	0.861	0.988
BARX2	-1.712	0.9566	-1.868	0.254	0.862	0.9881
RBCK1	-1.675	0.953	-1.963	0.287	0.862	0.9882
OGT	-2.537	0.9944	-2.302	0.405	0.863	0.9884
EMSY	-1.688	0.9543	-1.939	0.277	0.863	0.9884
KLF17	-1.41	0.9208	-3.437	0.389	0.863	0.9885
RUVBL1	-1.509	0.9343	-2.214	0.334	0.863	0.9885
NFYC	-1.634	0.9489	-2.032	0.304	0.863	0.9885
ARNTL	-2.376	0.9912	-2.063	0.385	0.864	0.9887
DIDO1	-1.957	0.9748	-2.013	0.363	0.864	0.9887
NELFA	-4.772	1	-2.056	0.393	0.866	0.9893
DEAF1	-1.563	0.941	-2.143	0.324	0.867	0.9893
HOXA1	-1.666	0.9521	-2.009	0.291	0.867	0.9895
ZNF75A	-1.711	0.9565	-1.966	0.255	0.868	0.9896
TDRD3	-1.646	0.9501	-2.039	0.3	0.868	0.9898
ELL2	-3.852	0.9999	-2.287	0.406	0.869	0.9899
ZNF341	-1.645	0.95	-3.117	0.396	0.87	0.99
PTPN11	-1.368	0.9143	-2.508	0.356	0.87	0.99
RBP2	-1.692	0.9547	-1.978	0.273	0.87	0.99
ZNF592	-2.143	0.9839	-1.899	0.335	0.87	0.9902
MXD3	-1.681	0.9536	-2.013	0.282	0.871	0.9903
ZNF76	-2.367	0.991	-2.826	0.413	0.872	0.9905
KRAB	-2.943	0.9984	-2.065	0.382	0.874	0.9909
KDM4B	-1.801	0.9642	-2.337	0.381	0.875	0.9911
TRRAP	-1.904	0.9715	-2.204	0.371	0.875	0.9912
ASCL2	-1.451	0.9266	-2.375	0.344	0.876	0.9914
HDAC8	-2.285	0.9888	-2.078	0.372	0.876	0.9915
NFRKB	-2.102	0.9822	-1.992	0.345	0.876	0.9915
ZBTB10	-1.643	0.9498	-2.128	0.301	0.878	0.9918
RFX2	-1.572	0.942	-2.24	0.322	0.878	0.9919
ZNF423	-1.613	0.9466	-2.766	0.382	0.879	0.992
VEZF1	-1.889	0.9706	-2.31	0.378	0.881	0.9924
ZNF346	-1.512	0.9347	-3.553	0.383	0.881	0.9924
TET1	-1.426	0.9231	-2.64	0.348	0.882	0.9926
ARNT2	-1.552	0.9396	-2.293	0.326	0.883	0.9927
CCDC101	-2.043	0.9795	-2.159	0.361	0.884	0.9929
ZBTB7B	-1.631	0.9485	-2.232	0.305	0.884	0.993
RFX1	-3.409	0.9997	-2.42	0.403	0.884	0.993
NKRF	-1.992	0.9768	-2.271	0.372	0.885	0.9932
SP2	-2.466	0.9932	-2.715	0.404	0.885	0.9932
ATOH1	-1.535	0.9376	-2.356	0.329	0.886	0.9933
FEV	-1.636	0.9491	-2.241	0.304	0.887	0.9935
PRDM2	-1.611	0.9464	-2.903	0.378	0.888	0.9937
AGO2	-1.486	0.9313	-2.583	0.338	0.889	0.9938
DDX21	-2.087	0.9816	-2.108	0.344	0.889	0.9938
ELK4	-3.162	0.9992	-1.977	0.351	0.889	0.9939
KDM3A	-1.861	0.9686	-2.338	0.369	0.889	0.9939
EPC1	-2.373	0.9912	-1.923	0.303	0.89	0.994
KLF13	-2.047	0.9797	-2.22	0.357	0.891	0.9942
MNT	-2.226	0.987	-2.277	0.377	0.892	0.9944
MEN1	-2.101	0.9822	-2.113	0.34	0.892	0.9944
WDHD1	-1.903	0.9715	-2.273	0.359	0.892	0.9944
GMEB2	-2.336	0.9902	-1.977	0.316	0.893	0.9944
ZNF71	-1.794	0.9636	-3.087	0.386	0.895	0.9949
OVOL3	-1.903	0.9715	-2.355	0.365	0.897	0.995
ZNF391	-1.739	0.959	-3.108	0.381	0.899	0.9954
ZNF641	-1.872	0.9694	-2.452	0.364	0.901	0.9956
ZNF792	-1.674	0.9529	-3.124	0.375	0.901	0.9956
ZSCAN5A	-1.833	0.9666	-2.64	0.369	0.901	0.9956
CPSF3L	-2.483	0.9935	-2.33	0.379	0.902	0.9957
ZNF324	-1.932	0.9733	-3.33	0.387	0.904	0.996
ZSCAN23	-1.777	0.9622	-2.914	0.375	0.905	0.9962
ZNF281	-1.528	0.9368	-2.856	0.33	0.905	0.9962
THAP11	-1.545	0.9388	-2.787	0.328	0.906	0.9962
KLF10	-2.191	0.9858	-2.258	0.348	0.906	0.9962
KDM5A	-3.396	0.9997	-1.967	0.287	0.906	0.9963
DCP1A	-2.212	0.9865	-2.23	0.337	0.908	0.9965
ZNF264	-2.208	0.9864	-2.708	0.382	0.908	0.9965
ZSCAN22	-2.225	0.987	-2.55	0.376	0.91	0.9967
GLI4	-1.885	0.9703	-2.652	0.362	0.91	0.9967
KLF7	-1.864	0.9688	-3.038	0.368	0.916	0.9973
POU3F2	-2.343	0.9904	-2.181	0.296	0.918	0.9975
TAFII	-2.257	0.988	-2.281	0.33	0.919	0.9976
EP400	-1.619	0.9472	-2.978	0.31	0.92	0.9977
ZNF687	-2.088	0.9816	-2.469	0.341	0.921	0.9978
XRN2	-4.184	1	-2.562	0.383	0.923	0.9979
U2AF1	-3.079	0.999	-2.249	0.334	0.924	0.998
SRSF3	-2.326	0.99	-2.446	0.301	0.939	0.999
SAP30	-3.22	0.9994	-2.768	0.367	0.941	0.9991
